Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
CY,Cyprus (Greek),88020311,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,32237531,NO,1900-01-01,YES,2016-09-24,NO,1900-01-01
US,United States,49953544,NO,1900-01-01,YES,2016-01-17,NO,1900-01-01
IT,Italy,98885416,YES,2016-06-10,NO,1900-01-01,YES,2016-12-18
SE,Sweden,89980115,NO,1900-01-01,NO,1900-01-01,YES,2016-01-20
SI,Slovenia,44155832,NO,1900-01-01,YES,2017-06-11,NO,1900-01-01
CY,Cyprus (Greek),48284485,YES,2016-08-11,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),85442515,YES,2017-05-19,NO,1900-01-01,YES,2017-03-13
GB,United Kingdom,93602306,NO,1900-01-01,NO,1900-01-01,YES,2017-06-13
IS,Iceland,96247999,NO,1900-01-01,YES,2016-11-26,NO,1900-01-01
CA,Canada,89299097,NO,1900-01-01,YES,2016-12-16,NO,1900-01-01
IS,Iceland,1077564,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),99021229,YES,2016-06-03,NO,1900-01-01,NO,1900-01-01
NO,Norway,54786977,NO,1900-01-01,YES,2016-04-26,YES,2017-02-22
NZ,New Zealand,52942858,YES,2016-01-11,YES,2017-02-06,YES,2017-02-28
AT,Austria,19783091,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,14213426,YES,2016-11-08,YES,2016-11-04,NO,1900-01-01
DE,Germany,22509294,NO,1900-01-01,YES,2017-06-28,YES,2016-02-29
FR,France,88269127,YES,2016-12-14,YES,2016-10-19,NO,1900-01-01
CA,Canada,52309911,NO,1900-01-01,NO,1900-01-01,YES,2016-07-09
CY,Cyprus (Anglicized),84964220,YES,2016-03-01,YES,2016-06-11,NO,1900-01-01
ZA,South Africa,175772,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,56614418,YES,2017-04-21,NO,1900-01-01,YES,2016-12-31
DE,Germany,18647619,YES,2016-02-07,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,62256581,NO,1900-01-01,NO,1900-01-01,YES,2017-06-06
IT,Italy,86832116,NO,1900-01-01,YES,2016-09-07,YES,2016-04-06
SE,Sweden,41430149,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,37055484,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IT,Italy,51747391,YES,2017-04-29,YES,2016-06-29,YES,2016-02-17
PT,Portugal,50011414,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,28890779,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),45869699,NO,1900-01-01,YES,2017-01-06,NO,1900-01-01
FR,France,592015,YES,2017-03-30,YES,2017-04-16,NO,1900-01-01
CY,Cyprus (Anglicized),1779691,YES,2016-10-26,NO,1900-01-01,YES,2016-07-02
CY,Cyprus (Greek),4968743,NO,1900-01-01,NO,1900-01-01,YES,2016-08-27
CH,Switzerland,53302683,NO,1900-01-01,YES,2016-05-22,YES,2016-05-24
PL,Poland,26975171,YES,2016-12-10,YES,2017-03-04,YES,2017-03-31
CY,Cyprus (Anglicized),79291387,NO,1900-01-01,YES,2017-04-19,NO,1900-01-01
HU,Hungary,12396821,NO,1900-01-01,NO,1900-01-01,YES,2016-10-29
BR,Brazil,7751611,NO,1900-01-01,YES,2017-06-11,NO,1900-01-01
NO,Norway,20860796,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,92729349,YES,2016-03-06,NO,1900-01-01,YES,2016-10-24
AT,Austria,4615752,YES,2016-02-18,YES,2016-02-05,YES,2016-08-14
AU,Australia,18466294,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,87085506,NO,1900-01-01,YES,2016-04-25,NO,1900-01-01
GL,Greenland,75450194,NO,1900-01-01,NO,1900-01-01,YES,2016-08-13
UY,Uruguay,77141824,YES,2016-08-20,NO,1900-01-01,NO,1900-01-01
AT,Austria,44411595,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,71496183,YES,2017-05-26,YES,2017-07-29,YES,2017-07-19
CY,Cyprus (Greek),35142211,NO,1900-01-01,NO,1900-01-01,YES,2016-04-02
NO,Norway,47735188,NO,1900-01-01,YES,2016-08-28,YES,2016-04-16
CY,Cyprus (Anglicized),21061057,YES,2016-03-21,NO,1900-01-01,NO,1900-01-01
DK,Denmark,37147466,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,2148955,YES,2016-05-21,YES,2016-03-26,YES,2016-10-12
AT,Austria,16304726,YES,2016-10-23,YES,2017-03-14,NO,1900-01-01
FR,France,89869124,YES,2016-01-29,YES,2016-06-04,NO,1900-01-01
FR,France,42605375,YES,2017-04-20,NO,1900-01-01,YES,2016-12-10
FR,France,31567406,YES,2016-06-21,YES,2016-09-13,NO,1900-01-01
BR,Brazil,99556153,NO,1900-01-01,NO,1900-01-01,YES,2016-03-18
NL,Netherlands,5971486,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,64885437,YES,2017-03-30,YES,2017-07-23,NO,1900-01-01
NZ,New Zealand,34360497,NO,1900-01-01,YES,2016-05-28,NO,1900-01-01
DK,Denmark,57899609,YES,2017-01-28,NO,1900-01-01,YES,2016-03-28
ES,Spain,16100167,YES,2016-12-25,YES,2017-04-09,YES,2017-04-28
US,United States,53130149,NO,1900-01-01,NO,1900-01-01,YES,2016-12-13
SE,Sweden,31572195,NO,1900-01-01,YES,2017-01-02,YES,2016-10-24
TN,Tunisia,30657620,YES,2016-08-05,YES,2016-05-19,NO,1900-01-01
DE,Germany,80119239,YES,2017-01-27,NO,1900-01-01,YES,2017-03-26
IT,Italy,74040119,YES,2016-04-10,YES,2017-05-22,YES,2016-12-25
SI,Slovenia,56114062,NO,1900-01-01,YES,2017-05-02,YES,2016-05-15
HU,Hungary,5915543,YES,2016-03-02,NO,1900-01-01,NO,1900-01-01
US,United States,75042005,YES,2016-06-20,YES,2017-03-26,NO,1900-01-01
DK,Denmark,25043157,YES,2017-05-21,NO,1900-01-01,YES,2017-04-26
HU,Hungary,76709183,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,59857415,YES,2017-07-23,YES,2017-04-07,NO,1900-01-01
US,United States,26513870,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,94456202,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,37454398,NO,1900-01-01,YES,2017-04-06,YES,2017-03-26
NZ,New Zealand,3192582,YES,2016-11-08,NO,1900-01-01,YES,2016-12-21
CA,Canada,95855303,NO,1900-01-01,NO,1900-01-01,YES,2016-01-15
TN,Tunisia,51892961,NO,1900-01-01,YES,2016-04-16,NO,1900-01-01
CA,Canada,88349315,NO,1900-01-01,YES,2017-03-16,YES,2016-05-28
BR,Brazil,16899667,YES,2016-10-26,NO,1900-01-01,NO,1900-01-01
BE,Belgium,66710377,NO,1900-01-01,NO,1900-01-01,YES,2017-02-24
BE,Belgium,65692287,NO,1900-01-01,YES,2017-04-01,NO,1900-01-01
DK,Denmark,62224570,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,18640216,NO,1900-01-01,YES,2017-05-21,NO,1900-01-01
NO,Norway,40384040,YES,2016-07-15,YES,2016-09-28,YES,2016-08-30
DK,Denmark,72720423,YES,2016-06-25,NO,1900-01-01,NO,1900-01-01
IT,Italy,3739204,NO,1900-01-01,NO,1900-01-01,YES,2017-02-09
NL,Netherlands,72138996,NO,1900-01-01,YES,2017-03-09,YES,2016-05-15
AT,Austria,56137437,NO,1900-01-01,NO,1900-01-01,YES,2016-05-28
NL,Netherlands,95542100,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),16891435,NO,1900-01-01,YES,2016-07-02,NO,1900-01-01
NZ,New Zealand,97521090,NO,1900-01-01,YES,2016-11-25,YES,2017-06-10
ZA,South Africa,6188302,YES,2016-04-08,YES,2017-03-21,YES,2016-07-05
FI,Finland,88162057,NO,1900-01-01,YES,2016-06-20,YES,2016-08-20
CY,Cyprus (Greek),59092490,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DE,Germany,49461630,YES,2016-01-07,NO,1900-01-01,YES,2016-11-12
IT,Italy,81255608,YES,2017-07-31,YES,2016-06-21,YES,2016-09-07
EE,Estonia,53552197,YES,2017-03-02,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,54674257,YES,2017-03-19,YES,2016-01-30,NO,1900-01-01
EE,Estonia,36068950,YES,2016-01-10,NO,1900-01-01,YES,2016-04-24
US,United States,35428646,YES,2016-07-18,YES,2016-12-15,YES,2016-07-29
HU,Hungary,23948401,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,34200164,YES,2016-06-13,NO,1900-01-01,NO,1900-01-01
FI,Finland,84709674,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,99568843,NO,1900-01-01,YES,2016-03-20,YES,2017-02-27
NZ,New Zealand,50355741,YES,2016-09-09,NO,1900-01-01,NO,1900-01-01
AU,Australia,17431898,YES,2017-02-08,NO,1900-01-01,YES,2017-06-14
DE,Germany,51983435,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,42815811,YES,2017-02-13,YES,2016-08-28,NO,1900-01-01
SI,Slovenia,66425193,NO,1900-01-01,YES,2016-07-10,YES,2017-03-19
IT,Italy,68209628,NO,1900-01-01,NO,1900-01-01,YES,2017-03-27
FI,Finland,45192911,NO,1900-01-01,YES,2016-06-11,NO,1900-01-01
AU,Australia,95186783,NO,1900-01-01,YES,2017-03-17,NO,1900-01-01
GL,Greenland,88479868,YES,2017-07-08,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),57448113,NO,1900-01-01,YES,2017-04-05,NO,1900-01-01
NO,Norway,31917822,NO,1900-01-01,NO,1900-01-01,YES,2016-03-26
AU,Australia,53644242,YES,2017-02-10,YES,2017-02-19,NO,1900-01-01
ES,Spain,39539487,NO,1900-01-01,YES,2017-07-05,YES,2016-09-15
CH,Switzerland,42751288,NO,1900-01-01,YES,2017-01-15,YES,2016-03-16
NZ,New Zealand,9776653,NO,1900-01-01,YES,2017-05-30,YES,2016-08-26
GL,Greenland,91465083,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,79086624,YES,2016-12-07,YES,2017-06-16,NO,1900-01-01
IS,Iceland,63287216,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,58558824,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,98716200,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,65721525,YES,2016-07-25,YES,2017-02-15,YES,2017-01-19
HU,Hungary,38756185,YES,2016-01-13,NO,1900-01-01,NO,1900-01-01
AU,Australia,11663746,YES,2017-01-12,NO,1900-01-01,NO,1900-01-01
PL,Poland,85309169,YES,2016-04-20,YES,2017-06-16,YES,2016-05-11
AT,Austria,59064705,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,38987589,YES,2016-10-09,YES,2017-05-25,NO,1900-01-01
NL,Netherlands,36125002,YES,2017-01-15,YES,2016-07-05,NO,1900-01-01
BR,Brazil,66219442,NO,1900-01-01,YES,2016-11-06,NO,1900-01-01
EE,Estonia,75362119,YES,2016-03-29,YES,2017-07-26,YES,2016-04-11
FR,France,40511168,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,99149168,YES,2016-04-25,NO,1900-01-01,NO,1900-01-01
EE,Estonia,95364350,NO,1900-01-01,NO,1900-01-01,YES,2016-07-20
BR,Brazil,94696567,YES,2016-07-11,YES,2017-05-06,NO,1900-01-01
SE,Sweden,57138667,NO,1900-01-01,YES,2016-12-17,YES,2016-08-13
FI,Finland,86617544,NO,1900-01-01,YES,2017-04-17,NO,1900-01-01
BE,Belgium,88631473,YES,2016-08-10,NO,1900-01-01,YES,2017-06-11
TN,Tunisia,6597120,YES,2016-11-16,YES,2016-04-03,NO,1900-01-01
FI,Finland,94694359,YES,2016-09-13,YES,2017-04-06,YES,2016-09-20
UY,Uruguay,41735040,YES,2016-06-07,YES,2016-02-07,NO,1900-01-01
CH,Switzerland,60755185,YES,2017-01-29,NO,1900-01-01,YES,2017-03-02
BR,Brazil,29969087,NO,1900-01-01,YES,2016-11-23,NO,1900-01-01
ES,Spain,98973556,YES,2016-10-27,YES,2017-05-21,YES,2016-03-13
DE,Germany,49052417,NO,1900-01-01,NO,1900-01-01,YES,2017-02-19
FR,France,90832023,YES,2016-12-14,YES,2016-03-26,YES,2016-02-28
CY,Cyprus (Anglicized),42039150,NO,1900-01-01,NO,1900-01-01,YES,2017-06-19
PT,Portugal,93620319,YES,2016-06-26,YES,2016-02-06,NO,1900-01-01
CY,Cyprus (Greek),83383634,YES,2017-05-23,NO,1900-01-01,YES,2016-12-30
CZ,Czech Republic,99774469,YES,2016-05-02,NO,1900-01-01,NO,1900-01-01
PL,Poland,84506717,YES,2017-04-02,NO,1900-01-01,YES,2016-08-07
CZ,Czech Republic,8338500,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,2172704,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,30621449,NO,1900-01-01,NO,1900-01-01,YES,2016-04-07
BE,Belgium,4347118,NO,1900-01-01,YES,2017-06-28,YES,2016-08-23
SI,Slovenia,70791681,YES,2016-08-27,YES,2016-12-15,NO,1900-01-01
EE,Estonia,30889036,YES,2017-07-04,YES,2016-07-26,NO,1900-01-01
NZ,New Zealand,3482131,YES,2016-06-03,YES,2017-03-06,YES,2017-07-28
ES,Spain,21344156,YES,2016-11-12,NO,1900-01-01,YES,2017-06-01
SI,Slovenia,74527380,NO,1900-01-01,YES,2016-07-27,NO,1900-01-01
CY,Cyprus (Greek),79790246,YES,2016-08-03,NO,1900-01-01,NO,1900-01-01
IS,Iceland,15270398,YES,2017-03-14,YES,2016-08-27,NO,1900-01-01
NL,Netherlands,33514918,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,89411702,YES,2016-02-20,NO,1900-01-01,YES,2016-08-17
SI,Slovenia,61814341,NO,1900-01-01,NO,1900-01-01,YES,2016-09-30
CH,Switzerland,77793533,NO,1900-01-01,NO,1900-01-01,YES,2016-03-16
GL,Greenland,470257,NO,1900-01-01,NO,1900-01-01,YES,2016-10-03
PL,Poland,73282820,NO,1900-01-01,NO,1900-01-01,YES,2016-08-08
FR,France,61860647,NO,1900-01-01,YES,2017-03-26,NO,1900-01-01
CH,Switzerland,76202927,YES,2016-04-04,NO,1900-01-01,NO,1900-01-01
CA,Canada,32462376,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,22323881,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,26711253,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,24649424,NO,1900-01-01,NO,1900-01-01,YES,2017-02-17
DK,Denmark,88431564,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,30383118,YES,2016-05-03,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,6546709,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,58208484,NO,1900-01-01,YES,2016-10-20,NO,1900-01-01
IS,Iceland,93176783,YES,2016-07-29,NO,1900-01-01,YES,2016-10-20
FR,France,64991626,NO,1900-01-01,YES,2016-01-07,YES,2016-02-08
SE,Sweden,2726559,NO,1900-01-01,YES,2016-01-26,NO,1900-01-01
GB,United Kingdom,88292112,YES,2016-01-18,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,52332299,YES,2016-08-17,YES,2016-01-18,NO,1900-01-01
NL,Netherlands,17797259,YES,2016-08-02,YES,2016-12-19,YES,2017-05-30
DK,Denmark,10919290,YES,2016-01-13,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,97010794,NO,1900-01-01,NO,1900-01-01,YES,2016-07-19
HU,Hungary,77444966,YES,2017-03-08,YES,2016-10-30,YES,2016-04-06
HU,Hungary,44953502,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,20423126,NO,1900-01-01,YES,2016-09-30,NO,1900-01-01
CY,Cyprus (Greek),42852420,YES,2017-06-29,NO,1900-01-01,NO,1900-01-01
PT,Portugal,45102642,YES,2016-03-31,YES,2016-10-31,YES,2016-04-06
HU,Hungary,51260602,YES,2016-07-25,YES,2016-07-19,YES,2016-03-31
DE,Germany,11130487,YES,2016-02-15,NO,1900-01-01,YES,2016-12-19
GL,Greenland,89500840,NO,1900-01-01,NO,1900-01-01,YES,2016-01-31
NO,Norway,90043707,YES,2016-05-07,NO,1900-01-01,YES,2016-06-06
US,United States,76577791,YES,2016-10-14,NO,1900-01-01,NO,1900-01-01
IS,Iceland,61031123,YES,2016-11-06,NO,1900-01-01,NO,1900-01-01
BE,Belgium,77703101,NO,1900-01-01,YES,2016-09-23,YES,2017-07-23
NL,Netherlands,60618458,YES,2016-03-17,YES,2017-06-12,YES,2016-05-09
CY,Cyprus (Greek),75506605,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,36022692,YES,2017-07-01,YES,2016-07-15,NO,1900-01-01
ZA,South Africa,39137811,YES,2016-11-16,YES,2016-10-08,YES,2017-02-22
IT,Italy,49721787,YES,2016-07-15,YES,2017-05-18,NO,1900-01-01
DK,Denmark,61506867,YES,2017-07-22,YES,2016-11-11,NO,1900-01-01
DK,Denmark,15699107,NO,1900-01-01,YES,2016-06-06,NO,1900-01-01
CZ,Czech Republic,24267475,NO,1900-01-01,YES,2017-02-16,YES,2016-10-19
SI,Slovenia,72159480,NO,1900-01-01,YES,2016-10-09,NO,1900-01-01
NO,Norway,50112823,YES,2016-09-21,YES,2016-03-11,YES,2017-04-06
NZ,New Zealand,32967341,YES,2016-07-18,YES,2016-11-22,YES,2016-04-30
AU,Australia,28330820,YES,2016-10-29,YES,2016-05-08,NO,1900-01-01
CA,Canada,341900,NO,1900-01-01,YES,2017-06-22,NO,1900-01-01
IS,Iceland,52944676,YES,2016-07-13,YES,2016-01-03,YES,2016-08-09
CZ,Czech Republic,267798,NO,1900-01-01,NO,1900-01-01,YES,2017-06-12
IT,Italy,65194903,NO,1900-01-01,YES,2016-08-31,YES,2016-02-03
DE,Germany,46030094,NO,1900-01-01,YES,2017-03-19,NO,1900-01-01
FI,Finland,89824249,YES,2017-02-12,YES,2016-04-20,NO,1900-01-01
CY,Cyprus (Greek),47981365,NO,1900-01-01,YES,2017-07-17,YES,2016-11-02
DE,Germany,13481116,NO,1900-01-01,YES,2017-06-13,YES,2016-01-25
AT,Austria,6833254,NO,1900-01-01,NO,1900-01-01,YES,2016-07-28
FI,Finland,27089463,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IT,Italy,74197281,YES,2016-02-12,YES,2017-02-18,YES,2017-03-17
ES,Spain,72382200,YES,2017-01-17,YES,2016-03-09,YES,2016-04-15
EE,Estonia,43829163,NO,1900-01-01,NO,1900-01-01,YES,2016-07-02
HU,Hungary,25869550,YES,2017-02-14,YES,2017-06-14,NO,1900-01-01
DK,Denmark,34816700,YES,2017-03-16,YES,2017-02-21,YES,2017-02-06
NZ,New Zealand,35752010,YES,2017-01-27,YES,2016-06-17,NO,1900-01-01
GL,Greenland,49239083,YES,2016-04-27,YES,2017-06-06,NO,1900-01-01
PT,Portugal,48174673,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),56581838,YES,2016-01-11,NO,1900-01-01,NO,1900-01-01
BR,Brazil,99416866,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,83947553,YES,2016-02-29,YES,2017-03-17,NO,1900-01-01
CY,Cyprus (Anglicized),77482020,YES,2017-01-23,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,95353453,NO,1900-01-01,YES,2016-02-02,YES,2017-01-05
GL,Greenland,80301158,NO,1900-01-01,NO,1900-01-01,YES,2016-08-27
AT,Austria,98350368,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,73407833,NO,1900-01-01,NO,1900-01-01,YES,2017-04-05
EE,Estonia,96595572,NO,1900-01-01,NO,1900-01-01,YES,2017-06-02
PT,Portugal,25459126,YES,2016-05-29,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,42630456,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,77830553,YES,2017-02-06,NO,1900-01-01,YES,2016-11-29
HU,Hungary,87816203,NO,1900-01-01,NO,1900-01-01,YES,2017-03-29
CH,Switzerland,79569741,YES,2017-02-01,NO,1900-01-01,YES,2017-06-13
SI,Slovenia,9534617,YES,2016-03-04,YES,2016-08-19,YES,2016-12-27
ES,Spain,27920728,YES,2017-03-14,NO,1900-01-01,YES,2016-07-10
HU,Hungary,99554269,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,47034918,YES,2017-05-22,YES,2017-03-16,YES,2016-06-02
AT,Austria,27720497,YES,2016-09-18,YES,2016-09-17,YES,2016-04-17
AU,Australia,37024448,NO,1900-01-01,NO,1900-01-01,YES,2016-01-30
NL,Netherlands,83693529,NO,1900-01-01,NO,1900-01-01,YES,2017-06-22
ES,Spain,60841665,NO,1900-01-01,YES,2016-04-11,NO,1900-01-01
ES,Spain,94363280,YES,2016-06-28,YES,2016-03-01,NO,1900-01-01
CY,Cyprus (Anglicized),54615431,YES,2016-04-16,YES,2016-05-04,NO,1900-01-01
DE,Germany,10647436,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,41709768,NO,1900-01-01,YES,2017-07-09,YES,2016-06-17
SI,Slovenia,64433491,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,12744702,YES,2016-01-16,YES,2016-02-17,NO,1900-01-01
FR,France,78303709,NO,1900-01-01,NO,1900-01-01,YES,2017-02-28
AU,Australia,44184145,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,60694262,NO,1900-01-01,YES,2017-05-21,YES,2017-01-02
PL,Poland,43644445,NO,1900-01-01,NO,1900-01-01,YES,2016-01-04
DE,Germany,44791593,YES,2017-02-12,YES,2016-09-09,NO,1900-01-01
ZA,South Africa,94111107,NO,1900-01-01,NO,1900-01-01,YES,2017-02-07
FI,Finland,22948482,YES,2016-09-23,YES,2016-09-30,YES,2016-08-17
AU,Australia,68714834,NO,1900-01-01,NO,1900-01-01,YES,2017-05-02
DE,Germany,49314412,YES,2017-06-20,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,97287212,NO,1900-01-01,NO,1900-01-01,YES,2016-11-04
BE,Belgium,38070752,NO,1900-01-01,YES,2016-07-18,NO,1900-01-01
IS,Iceland,56783161,YES,2016-11-29,YES,2016-01-24,NO,1900-01-01
EE,Estonia,55557757,NO,1900-01-01,YES,2017-05-18,NO,1900-01-01
BR,Brazil,569516,YES,2016-05-04,NO,1900-01-01,NO,1900-01-01
PL,Poland,22657752,NO,1900-01-01,YES,2016-05-08,NO,1900-01-01
BE,Belgium,59323670,YES,2016-09-05,YES,2016-03-05,YES,2016-06-10
ES,Spain,91219945,NO,1900-01-01,YES,2016-07-28,NO,1900-01-01
ES,Spain,66134982,YES,2016-02-11,YES,2016-10-20,NO,1900-01-01
NO,Norway,65790266,YES,2016-12-31,YES,2016-10-09,NO,1900-01-01
HU,Hungary,62156573,NO,1900-01-01,YES,2016-12-04,YES,2016-04-09
US,United States,79439763,YES,2017-04-28,NO,1900-01-01,NO,1900-01-01
ES,Spain,29815149,NO,1900-01-01,NO,1900-01-01,YES,2016-06-13
IT,Italy,16696056,NO,1900-01-01,YES,2017-04-09,YES,2017-01-16
CH,Switzerland,30959582,YES,2017-06-20,NO,1900-01-01,NO,1900-01-01
US,United States,29991567,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,96012206,NO,1900-01-01,NO,1900-01-01,YES,2017-02-07
CZ,Czech Republic,19784113,YES,2016-06-04,YES,2017-02-11,NO,1900-01-01
NL,Netherlands,73894090,YES,2016-08-11,YES,2016-09-29,NO,1900-01-01
DK,Denmark,64861961,NO,1900-01-01,YES,2016-07-18,YES,2016-03-29
PT,Portugal,82671479,YES,2016-04-25,NO,1900-01-01,YES,2016-06-03
IT,Italy,82781968,NO,1900-01-01,YES,2016-10-22,YES,2017-06-08
PT,Portugal,60426951,YES,2016-03-17,YES,2017-06-08,NO,1900-01-01
NZ,New Zealand,40668926,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,84519632,YES,2016-08-21,YES,2017-02-19,NO,1900-01-01
NL,Netherlands,54748262,NO,1900-01-01,NO,1900-01-01,YES,2016-08-14
PL,Poland,72151146,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,83744907,NO,1900-01-01,YES,2016-10-27,YES,2017-02-21
BR,Brazil,89615092,YES,2016-12-06,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,60974088,NO,1900-01-01,NO,1900-01-01,YES,2016-08-09
IS,Iceland,4566091,YES,2016-12-11,YES,2016-09-16,NO,1900-01-01
NZ,New Zealand,13726478,YES,2016-02-20,YES,2016-08-19,YES,2017-03-05
IT,Italy,88346189,YES,2017-04-25,YES,2017-03-24,YES,2016-06-29
ES,Spain,6546201,NO,1900-01-01,YES,2016-09-04,NO,1900-01-01
DE,Germany,53860257,NO,1900-01-01,YES,2017-01-23,NO,1900-01-01
ZA,South Africa,37371258,NO,1900-01-01,YES,2017-02-08,YES,2016-12-13
UY,Uruguay,6808633,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,50274490,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,11221367,NO,1900-01-01,NO,1900-01-01,YES,2016-09-12
PL,Poland,64372205,NO,1900-01-01,YES,2016-05-05,YES,2016-03-24
EE,Estonia,30557161,YES,2017-05-16,YES,2016-04-20,YES,2016-01-18
TN,Tunisia,81706178,YES,2017-04-19,YES,2016-11-09,YES,2017-04-18
CH,Switzerland,60031013,YES,2016-04-24,NO,1900-01-01,YES,2016-04-15
CA,Canada,3827568,YES,2016-09-19,YES,2017-06-02,NO,1900-01-01
NO,Norway,4045395,YES,2016-05-18,YES,2017-05-20,NO,1900-01-01
ZA,South Africa,3748100,YES,2016-08-15,YES,2017-03-26,NO,1900-01-01
TN,Tunisia,61913963,YES,2017-05-07,YES,2016-12-01,YES,2017-01-02
EE,Estonia,36906371,YES,2016-02-12,NO,1900-01-01,YES,2017-07-26
ES,Spain,17490507,YES,2016-11-08,YES,2016-12-14,NO,1900-01-01
FI,Finland,24173737,YES,2017-07-04,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,75822487,NO,1900-01-01,YES,2017-04-02,NO,1900-01-01
SI,Slovenia,85331339,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,90988592,NO,1900-01-01,YES,2016-04-01,YES,2017-04-14
GB,United Kingdom,20497748,NO,1900-01-01,YES,2016-12-31,NO,1900-01-01
CZ,Czech Republic,35381424,NO,1900-01-01,YES,2016-03-09,YES,2017-06-05
CY,Cyprus (Anglicized),66436287,NO,1900-01-01,YES,2016-01-17,YES,2017-04-11
GL,Greenland,29436807,YES,2017-03-25,YES,2016-08-15,NO,1900-01-01
